Label,Site,Genus,Treatment,Genotype,Color_type,Color,Name,Area1,Mean_frag,StdDev1,Mode1,Min1,Max1,MinThr1,MaxThr1,Label_match
FP_Acp_T1_FP24.jpg_LAB,FP,Acp,T1,FP24,LAB,B,FP_Acp_T1_FP24.jpg_LAB_06,157302,18.788,6.145,22.442,-15.629,32.739,-3.40E+38,3.40E+38,FP_Acp_T1_FP24
FP_Acp_T1_FP24.jpg_HSB,FP,Acp,T1,FP24,HSB,R,FP_Acp_T1_FP24.jpg_HSB_07,157302,28.92,25.923,26,0,252,0,255,FP_Acp_T1_FP24
FP_Acp_T1_FP24.jpg_HSB,FP,Acp,T1,FP24,HSB,G,FP_Acp_T1_FP24.jpg_HSB_08,157302,125.629,39.555,150,0,241,0,255,FP_Acp_T1_FP24
FP_Acp_T1_FP24.jpg_HSB,FP,Acp,T1,FP24,HSB,B,FP_Acp_T1_FP24.jpg_HSB_09,157302,95.152,17.964,90,12,148,0,255,FP_Acp_T1_FP24
FP_Acp_T1_FP25.jpg_RGB,FP,Acp,T1,FP25,RGB,R,FP_Acp_T1_FP25.jpg_RGB_01,111377,73.95,21.666,55,27,133,0,255,FP_Acp_T1_FP25
FP_Acp_T1_FP25.jpg_RGB,FP,Acp,T1,FP25,RGB,G,FP_Acp_T1_FP25.jpg_RGB_02,111377,56.273,24.07,34,11,111,0,255,FP_Acp_T1_FP25
FP_Acp_T1_FP25.jpg_RGB,FP,Acp,T1,FP25,RGB,B,FP_Acp_T1_FP25.jpg_RGB_03,111377,38.36,26,15,0,103,0,255,FP_Acp_T1_FP25
FP_Acp_T1_FP25.jpg_LAB,FP,Acp,T1,FP25,LAB,R,FP_Acp_T1_FP25.jpg_LAB_04,111377,24.875,10.268,12.802,4.267,47.535,-3.40E+38,3.40E+38,FP_Acp_T1_FP25
FP_Acp_T1_FP25.jpg_LAB,FP,Acp,T1,FP25,LAB,G,FP_Acp_T1_FP25.jpg_LAB_05,111377,5.463,2.149,7.401,-2.339,11.95,-3.40E+38,3.40E+38,FP_Acp_T1_FP25
FP_Acp_T1_FP25.jpg_LAB,FP,Acp,T1,FP25,LAB,B,FP_Acp_T1_FP25.jpg_LAB_06,111377,14.216,4.699,13.625,-0.674,29.206,-3.40E+38,3.40E+38,FP_Acp_T1_FP25
FP_Acp_T1_FP25.jpg_HSB,FP,Acp,T1,FP25,HSB,R,FP_Acp_T1_FP25.jpg_HSB_07,111377,20.543,6.199,20,0,250,0,255,FP_Acp_T1_FP25
FP_Acp_T1_FP25.jpg_HSB,FP,Acp,T1,FP25,HSB,G,FP_Acp_T1_FP25.jpg_HSB_08,111377,134.673,50.632,170,7,255,0,255,FP_Acp_T1_FP25
FP_Acp_T1_FP25.jpg_HSB,FP,Acp,T1,FP25,HSB,B,FP_Acp_T1_FP25.jpg_HSB_09,111377,73.95,21.666,55,27,133,0,255,FP_Acp_T1_FP25
FP_Acp_T1_FP26.jpg_RGB,FP,Acp,T1,FP26,RGB,R,FP_Acp_T1_FP26.jpg_RGB_01,122049,79.837,18.607,82,0,130,0,255,FP_Acp_T1_FP26
FP_Acp_T1_FP26.jpg_RGB,FP,Acp,T1,FP26,RGB,G,FP_Acp_T1_FP26.jpg_RGB_02,122049,66.474,20.416,66,12,115,0,255,FP_Acp_T1_FP26
FP_Acp_T1_FP26.jpg_RGB,FP,Acp,T1,FP26,RGB,B,FP_Acp_T1_FP26.jpg_RGB_03,122049,46.492,24.691,27,0,111,0,255,FP_Acp_T1_FP26
FP_Acp_T1_FP26.jpg_LAB,FP,Acp,T1,FP26,LAB,R,FP_Acp_T1_FP26.jpg_LAB_04,122049,28.9,8.69,23.37,2.573,47.502,-3.40E+38,3.40E+38,FP_Acp_T1_FP26
FP_Acp_T1_FP26.jpg_LAB,FP,Acp,T1,FP26,LAB,G,FP_Acp_T1_FP26.jpg_LAB_05,122049,2.851,2.156,2.161,-11.34,8.242,-3.40E+38,3.40E+38,FP_Acp_T1_FP26
FP_Acp_T1_FP26.jpg_LAB,FP,Acp,T1,FP26,LAB,B,FP_Acp_T1_FP26.jpg_LAB_06,122049,14.371,6.34,18.708,-4.384,29.688,-3.40E+38,3.40E+38,FP_Acp_T1_FP26
FP_Acp_T1_FP26.jpg_HSB,FP,Acp,T1,FP26,HSB,R,FP_Acp_T1_FP26.jpg_HSB_07,122049,28.192,20.514,24,0,250,0,255,FP_Acp_T1_FP26
FP_Acp_T1_FP26.jpg_HSB,FP,Acp,T1,FP26,HSB,G,FP_Acp_T1_FP26.jpg_HSB_08,122049,115.276,53.324,153,0,255,0,255,FP_Acp_T1_FP26
FP_Acp_T1_FP26.jpg_HSB,FP,Acp,T1,FP26,HSB,B,FP_Acp_T1_FP26.jpg_HSB_09,122049,80.119,18.395,77,12,130,0,255,FP_Acp_T1_FP26
FP_Acp_T1_FP27.jpg_RGB,FP,Acp,T1,FP27,RGB,R,FP_Acp_T1_FP27.jpg_RGB_01,181329,85.336,24.283,109,17,139,0,255,FP_Acp_T1_FP27
FP_Acp_T1_FP27.jpg_RGB,FP,Acp,T1,FP27,RGB,G,FP_Acp_T1_FP27.jpg_RGB_02,181329,69.306,24.842,71,2,117,0,255,FP_Acp_T1_FP27
FP_Acp_T1_FP27.jpg_RGB,FP,Acp,T1,FP27,RGB,B,FP_Acp_T1_FP27.jpg_RGB_03,181329,47.182,25.878,21,0,117,0,255,FP_Acp_T1_FP27
FP_Acp_T1_FP27.jpg_LAB,FP,Acp,T1,FP27,LAB,R,FP_Acp_T1_FP27.jpg_LAB_04,181329,30.262,10.704,42.98,1.593,50.082,-3.40E+38,3.40E+38,FP_Acp_T1_FP27
FP_Acp_T1_FP27.jpg_LAB,FP,Acp,T1,FP27,LAB,G,FP_Acp_T1_FP27.jpg_LAB_05,181329,3.708,1.833,2.649,-7.653,9.417,-3.40E+38,3.40E+38,FP_Acp_T1_FP27
FP_Acp_T1_FP27.jpg_LAB,FP,Acp,T1,FP27,LAB,B,FP_Acp_T1_FP27.jpg_LAB_06,181329,15.872,6.243,17.541,-6.102,30.47,-3.40E+38,3.40E+38,FP_Acp_T1_FP27
FP_Acp_T1_FP27.jpg_HSB,FP,Acp,T1,FP27,HSB,R,FP_Acp_T1_FP27.jpg_HSB_07,181329,24.616,12.258,24,0,250,0,255,FP_Acp_T1_FP27
FP_Acp_T1_FP27.jpg_HSB,FP,Acp,T1,FP27,HSB,G,FP_Acp_T1_FP27.jpg_HSB_08,181329,122.905,48.566,153,0,255,0,255,FP_Acp_T1_FP27
FP_Acp_T1_FP27.jpg_HSB,FP,Acp,T1,FP27,HSB,B,FP_Acp_T1_FP27.jpg_HSB_09,181329,85.406,24.258,109,17,139,0,255,FP_Acp_T1_FP27
FP_Acp_T1_FP28.jpg_RGB,FP,Acp,T1,FP28,RGB,R,FP_Acp_T1_FP28.jpg_RGB_01,1005924,126.797,15.098,143,5,164,0,255,FP_Acp_T1_FP28
FP_Acp_T1_FP28.jpg_RGB,FP,Acp,T1,FP28,RGB,G,FP_Acp_T1_FP28.jpg_RGB_02,1005924,121.806,19.374,140,10,148,0,255,FP_Acp_T1_FP28
FP_Acp_T1_FP28.jpg_RGB,FP,Acp,T1,FP28,RGB,B,FP_Acp_T1_FP28.jpg_RGB_03,1005924,122.17,27.164,135,0,151,0,255,FP_Acp_T1_FP28
FP_Acp_T1_FP28.jpg_LAB,FP,Acp,T1,FP28,LAB,R,FP_Acp_T1_FP28.jpg_LAB_04,1005924,51.508,7.606,55.762,2.515,61.911,-3.40E+38,3.40E+38,FP_Acp_T1_FP28
FP_Acp_T1_FP28.jpg_LAB,FP,Acp,T1,FP28,LAB,G,FP_Acp_T1_FP28.jpg_LAB_05,1005924,2.199,1.198,1.341,-6.073,10.218,-3.40E+38,3.40E+38,FP_Acp_T1_FP28
FP_Acp_T1_FP28.jpg_LAB,FP,Acp,T1,FP28,LAB,B,FP_Acp_T1_FP28.jpg_LAB_06,1005924,0.672,6.158,-1.352,-6.323,30.565,-3.40E+38,3.40E+38,FP_Acp_T1_FP28
FP_Acp_T1_FP28.jpg_HSB,FP,Acp,T1,FP28,HSB,R,FP_Acp_T1_FP28.jpg_HSB_07,1005924,173.41,68.647,198,0,250,0,255,FP_Acp_T1_FP28
FP_Acp_T1_FP28.jpg_HSB,FP,Acp,T1,FP28,HSB,G,FP_Acp_T1_FP28.jpg_HSB_08,1005924,20.513,36.465,5,0,255,0,255,FP_Acp_T1_FP28
FP_Acp_T1_FP28.jpg_HSB,FP,Acp,T1,FP28,HSB,B,FP_Acp_T1_FP28.jpg_HSB_09,1005924,127.787,15.472,144,13,164,0,255,FP_Acp_T1_FP28
FP_Acp_T1_FP29.jpg_RGB,FP,Acp,T1,FP29,RGB,R,FP_Acp_T1_FP29.jpg_RGB_01,97710,66.841,16.172,51,10,117,0,255,FP_Acp_T1_FP29
FP_Acp_T1_FP29.jpg_RGB,FP,Acp,T1,FP29,RGB,G,FP_Acp_T1_FP29.jpg_RGB_02,97710,53.078,18.455,41,2,98,0,255,FP_Acp_T1_FP29
FP_Acp_T1_FP29.jpg_RGB,FP,Acp,T1,FP29,RGB,B,FP_Acp_T1_FP29.jpg_RGB_03,97710,33.455,20.833,14,0,100,0,255,FP_Acp_T1_FP29
FP_Acp_T1_FP29.jpg_LAB,FP,Acp,T1,FP29,LAB,R,FP_Acp_T1_FP29.jpg_LAB_04,97710,23.043,7.981,17.386,1.284,42.299,-3.40E+38,3.40E+38,FP_Acp_T1_FP29
FP_Acp_T1_FP29.jpg_LAB,FP,Acp,T1,FP29,LAB,G,FP_Acp_T1_FP29.jpg_LAB_05,97710,3.339,2.139,3.743,-5.502,10.544,-3.40E+38,3.40E+38,FP_Acp_T1_FP29
FP_Acp_T1_FP29.jpg_LAB,FP,Acp,T1,FP29,LAB,B,FP_Acp_T1_FP29.jpg_LAB_06,97710,14.502,4.512,16.149,-8.798,27.182,-3.40E+38,3.40E+38,FP_Acp_T1_FP29
FP_Acp_T1_FP29.jpg_HSB,FP,Acp,T1,FP29,HSB,R,FP_Acp_T1_FP29.jpg_HSB_07,97710,25.565,13.007,25,0,252,0,255,FP_Acp_T1_FP29
FP_Acp_T1_FP29.jpg_HSB,FP,Acp,T1,FP29,HSB,G,FP_Acp_T1_FP29.jpg_HSB_08,97710,136.94,51.558,153,0,255,0,255,FP_Acp_T1_FP29
FP_Acp_T1_FP29.jpg_HSB,FP,Acp,T1,FP29,HSB,B,FP_Acp_T1_FP29.jpg_HSB_09,97710,66.869,16.162,51,11,117,0,255,FP_Acp_T1_FP29
FP_Acp_T1_FP30.jpg_RGB,FP,Acp,T1,FP30,RGB,R,FP_Acp_T1_FP30.jpg_RGB_01,138512,66.012,23.217,46,0,129,0,255,FP_Acp_T1_FP30
FP_Acp_T1_FP30.jpg_RGB,FP,Acp,T1,FP30,RGB,G,FP_Acp_T1_FP30.jpg_RGB_02,138512,51.77,23.287,28,0,107,0,255,FP_Acp_T1_FP30
FP_Acp_T1_FP30.jpg_RGB,FP,Acp,T1,FP30,RGB,B,FP_Acp_T1_FP30.jpg_RGB_03,138512,32.87,23.519,10,0,106,0,255,FP_Acp_T1_FP30
FP_Acp_T1_FP30.jpg_LAB,FP,Acp,T1,FP30,LAB,R,FP_Acp_T1_FP30.jpg_LAB_04,138512,22.399,10.332,11.972,0,46.087,-3.40E+38,3.40E+38,FP_Acp_T1_FP30
FP_Acp_T1_FP30.jpg_LAB,FP,Acp,T1,FP30,LAB,G,FP_Acp_T1_FP30.jpg_LAB_05,138512,3.751,1.965,4.179,-8.595,10.699,-3.40E+38,3.40E+38,FP_Acp_T1_FP30
FP_Acp_T1_FP30.jpg_LAB,FP,Acp,T1,FP30,LAB,B,FP_Acp_T1_FP30.jpg_LAB_06,138512,13.873,6.257,12.997,-6.812,30.614,-3.40E+38,3.40E+38,FP_Acp_T1_FP30
FP_Acp_T1_FP30.jpg_HSB,FP,Acp,T1,FP30,HSB,R,FP_Acp_T1_FP30.jpg_HSB_07,138512,26.588,22.196,23,0,250,0,255,FP_Acp_T1_FP30
FP_Acp_T1_FP30.jpg_HSB,FP,Acp,T1,FP30,HSB,G,FP_Acp_T1_FP30.jpg_HSB_08,138512,139.798,55.315,191,0,255,0,255,FP_Acp_T1_FP30
FP_Acp_T1_FP30.jpg_HSB,FP,Acp,T1,FP30,HSB,B,FP_Acp_T1_FP30.jpg_HSB_09,138512,66.146,23.204,46,0,129,0,255,FP_Acp_T1_FP30
FP_Acp_T2_FP21.jpg_RGB,FP,Acp,T2,FP21,RGB,R,FP_Acp_T2_FP21.jpg_RGB_01,125317,91.79,23.945,112,11,142,0,255,FP_Acp_T2_FP21
FP_Acp_T2_FP21.jpg_RGB,FP,Acp,T2,FP21,RGB,G,FP_Acp_T2_FP21.jpg_RGB_02,125317,74.91,24.816,65,2,123,0,255,FP_Acp_T2_FP21
FP_Acp_T2_FP21.jpg_RGB,FP,Acp,T2,FP21,RGB,B,FP_Acp_T2_FP21.jpg_RGB_03,125317,52.188,27.007,29,0,125,0,255,FP_Acp_T2_FP21
FP_Acp_T2_FP21.jpg_LAB,FP,Acp,T2,FP21,LAB,R,FP_Acp_T2_FP21.jpg_LAB_04,125317,32.79,10.44,21.657,1.118,52.417,-3.40E+38,3.40E+38,FP_Acp_T2_FP21
FP_Acp_T2_FP21.jpg_LAB,FP,Acp,T2,FP21,LAB,G,FP_Acp_T2_FP21.jpg_LAB_05,125317,3.97,2.257,2.272,-7.502,12.759,-3.40E+38,3.40E+38,FP_Acp_T2_FP21
FP_Acp_T2_FP21.jpg_LAB,FP,Acp,T2,FP21,LAB,B,FP_Acp_T2_FP21.jpg_LAB_06,125317,16.283,7.042,19.077,-8.893,30.998,-3.40E+38,3.40E+38,FP_Acp_T2_FP21
FP_Acp_T2_FP21.jpg_HSB,FP,Acp,T2,FP21,HSB,R,FP_Acp_T2_FP21.jpg_HSB_07,125317,31.355,36.314,24,0,252,0,255,FP_Acp_T2_FP21
FP_Acp_T2_FP21.jpg_HSB,FP,Acp,T2,FP21,HSB,G,FP_Acp_T2_FP21.jpg_HSB_08,125317,116.523,51.125,170,0,255,0,255,FP_Acp_T2_FP21
FP_Acp_T2_FP21.jpg_HSB,FP,Acp,T2,FP21,HSB,B,FP_Acp_T2_FP21.jpg_HSB_09,125317,91.991,23.832,112,11,142,0,255,FP_Acp_T2_FP21
FP_Acp_T2_FP22.jpg_RGB,FP,Acp,T2,FP22,RGB,R,FP_Acp_T2_FP22.jpg_RGB_01,143456,42.489,16.771,22,0,90,0,255,FP_Acp_T2_FP22
FP_Acp_T2_FP22.jpg_RGB,FP,Acp,T2,FP22,RGB,G,FP_Acp_T2_FP22.jpg_RGB_02,143456,35.474,17.193,14,0,79,0,255,FP_Acp_T2_FP22
FP_Acp_T2_FP22.jpg_RGB,FP,Acp,T2,FP22,RGB,B,FP_Acp_T2_FP22.jpg_RGB_03,143456,26.135,18.089,6,0,84,0,255,FP_Acp_T2_FP22
FP_Acp_T2_FP22.jpg_LAB,FP,Acp,T2,FP22,LAB,R,FP_Acp_T2_FP22.jpg_LAB_04,143456,14.403,7.875,3.922,0,32.918,-3.40E+38,3.40E+38,FP_Acp_T2_FP22
FP_Acp_T2_FP22.jpg_LAB,FP,Acp,T2,FP22,LAB,G,FP_Acp_T2_FP22.jpg_LAB_05,143456,1.657,2.341,2.323,-11.713,10.674,-3.40E+38,3.40E+38,FP_Acp_T2_FP22
FP_Acp_T2_FP22.jpg_LAB,FP,Acp,T2,FP22,LAB,B,FP_Acp_T2_FP22.jpg_LAB_06,143456,6.615,4.481,4.914,-11.92,21.879,-3.40E+38,3.40E+38,FP_Acp_T2_FP22
FP_Acp_T2_FP22.jpg_HSB,FP,Acp,T2,FP22,HSB,R,FP_Acp_T2_FP22.jpg_HSB_07,143456,36.799,39.05,21,0,252,0,255,FP_Acp_T2_FP22
FP_Acp_T2_FP22.jpg_HSB,FP,Acp,T2,FP22,HSB,G,FP_Acp_T2_FP22.jpg_HSB_08,143456,122.537,59.095,170,0,255,0,255,FP_Acp_T2_FP22
FP_Acp_T2_FP22.jpg_HSB,FP,Acp,T2,FP22,HSB,B,FP_Acp_T2_FP22.jpg_HSB_09,143456,43.51,16.417,22,0,90,0,255,FP_Acp_T2_FP22
FP_Acp_T2_FP23.jpg_RGB,FP,Acp,T2,FP23,RGB,R,FP_Acp_T2_FP23.jpg_RGB_01,149428,104.101,15.276,111,37,147,0,255,FP_Acp_T2_FP23
FP_Acp_T2_FP23.jpg_RGB,FP,Acp,T2,FP23,RGB,G,FP_Acp_T2_FP23.jpg_RGB_02,149428,86.951,18.13,80,11,127,0,255,FP_Acp_T2_FP23
FP_Acp_T2_FP23.jpg_RGB,FP,Acp,T2,FP23,RGB,B,FP_Acp_T2_FP23.jpg_RGB_03,149428,60.42,24.031,40,0,130,0,255,FP_Acp_T2_FP23
FP_Acp_T2_FP23.jpg_LAB,FP,Acp,T2,FP23,LAB,R,FP_Acp_T2_FP23.jpg_LAB_04,149428,37.934,7.285,35.686,5.963,53.969,-3.40E+38,3.40E+38,FP_Acp_T2_FP23
FP_Acp_T2_FP23.jpg_LAB,FP,Acp,T2,FP23,LAB,G,FP_Acp_T2_FP23.jpg_LAB_05,149428,3.236,1.682,1.152,-2.339,13.764,-3.40E+38,3.40E+38,FP_Acp_T2_FP23
FP_Acp_T2_FP23.jpg_LAB,FP,Acp,T2,FP23,LAB,B,FP_Acp_T2_FP23.jpg_LAB_06,149428,18.168,6.513,22.154,-7.035,33.031,-3.40E+38,3.40E+38,FP_Acp_T2_FP23
FP_Acp_T2_FP23.jpg_HSB,FP,Acp,T2,FP23,HSB,R,FP_Acp_T2_FP23.jpg_HSB_07,149428,24.996,5.028,26,0,250,0,255,FP_Acp_T2_FP23
FP_Acp_T2_FP23.jpg_HSB,FP,Acp,T2,FP23,HSB,G,FP_Acp_T2_FP23.jpg_HSB_08,149428,110.669,42.838,141,0,255,0,255,FP_Acp_T2_FP23
FP_Acp_T2_FP23.jpg_HSB,FP,Acp,T2,FP23,HSB,B,FP_Acp_T2_FP23.jpg_HSB_09,149428,104.103,15.278,111,37,147,0,255,FP_Acp_T2_FP23
FP_Acp_T2_FP24.jpg_RGB,FP,Acp,T2,FP24,RGB,R,FP_Acp_T2_FP24.jpg_RGB_01,117537,71.5,19.255,49,0,122,0,255,FP_Acp_T2_FP24
FP_Acp_T2_FP24.jpg_RGB,FP,Acp,T2,FP24,RGB,G,FP_Acp_T2_FP24.jpg_RGB_02,117537,58.161,20.523,33,2,105,0,255,FP_Acp_T2_FP24
FP_Acp_T2_FP24.jpg_RGB,FP,Acp,T2,FP24,RGB,B,FP_Acp_T2_FP24.jpg_RGB_03,117537,39.414,23.579,15,0,105,0,255,FP_Acp_T2_FP24
FP_Acp_T2_FP24.jpg_LAB,FP,Acp,T2,FP24,LAB,R,FP_Acp_T2_FP24.jpg_LAB_04,117537,25.257,8.883,14.417,1.427,44.896,-3.40E+38,3.40E+38,FP_Acp_T2_FP24
FP_Acp_T2_FP24.jpg_LAB,FP,Acp,T2,FP24,LAB,G,FP_Acp_T2_FP24.jpg_LAB_05,117537,3.196,2.233,5.326,-9.257,9.741,-3.40E+38,3.40E+38,FP_Acp_T2_FP24
FP_Acp_T2_FP24.jpg_LAB,FP,Acp,T2,FP24,LAB,B,FP_Acp_T2_FP24.jpg_LAB_06,117537,13.819,5.906,16.189,-7.344,27.181,-3.40E+38,3.40E+38,FP_Acp_T2_FP24
FP_Acp_T2_FP24.jpg_HSB,FP,Acp,T2,FP24,HSB,R,FP_Acp_T2_FP24.jpg_HSB_07,117537,30.514,29.308,25,0,250,0,255,FP_Acp_T2_FP24
FP_Acp_T2_FP24.jpg_HSB,FP,Acp,T2,FP24,HSB,G,FP_Acp_T2_FP24.jpg_HSB_08,117537,125.054,55.166,171,0,255,0,255,FP_Acp_T2_FP24
FP_Acp_T2_FP24.jpg_HSB,FP,Acp,T2,FP24,HSB,B,FP_Acp_T2_FP24.jpg_HSB_09,117537,71.871,18.994,49,10,122,0,255,FP_Acp_T2_FP24
FP_Acp_T2_FP25.jpg_RGB,FP,Acp,T2,FP25,RGB,R,FP_Acp_T2_FP25.jpg_RGB_01,199125,63.361,20.43,68,0,118,0,255,FP_Acp_T2_FP25
FP_Acp_T2_FP25.jpg_RGB,FP,Acp,T2,FP25,RGB,G,FP_Acp_T2_FP25.jpg_RGB_02,199125,49.141,20.401,29,2,98,0,255,FP_Acp_T2_FP25
FP_Acp_T2_FP25.jpg_RGB,FP,Acp,T2,FP25,RGB,B,FP_Acp_T2_FP25.jpg_RGB_03,199125,31.043,21.187,10,0,105,0,255,FP_Acp_T2_FP25
FP_Acp_T2_FP25.jpg_LAB,FP,Acp,T2,FP25,LAB,R,FP_Acp_T2_FP25.jpg_LAB_04,199125,21.309,9.118,21.135,0.707,42.048,-3.40E+38,3.40E+38,FP_Acp_T2_FP25
FP_Acp_T2_FP25.jpg_LAB,FP,Acp,T2,FP25,LAB,G,FP_Acp_T2_FP25.jpg_LAB_05,199125,3.929,2.341,5.518,-10.914,13.192,-3.40E+38,3.40E+38,FP_Acp_T2_FP25
FP_Acp_T2_FP25.jpg_LAB,FP,Acp,T2,FP25,LAB,B,FP_Acp_T2_FP25.jpg_LAB_06,199125,13.479,6.446,19.584,-13.046,28.616,-3.40E+38,3.40E+38,FP_Acp_T2_FP25
FP_Acp_T2_FP25.jpg_HSB,FP,Acp,T2,FP25,HSB,R,FP_Acp_T2_FP25.jpg_HSB_07,199125,30.894,34.045,24,0,252,0,255,FP_Acp_T2_FP25
FP_Acp_T2_FP25.jpg_HSB,FP,Acp,T2,FP25,HSB,G,FP_Acp_T2_FP25.jpg_HSB_08,199125,141.655,54.641,170,0,255,0,255,FP_Acp_T2_FP25
FP_Acp_T2_FP25.jpg_HSB,FP,Acp,T2,FP25,HSB,B,FP_Acp_T2_FP25.jpg_HSB_09,199125,63.781,20.226,68,6,118,0,255,FP_Acp_T2_FP25
FP_Acp_T2_FP26.jpg_RGB,FP,Acp,T2,FP26,RGB,R,FP_Acp_T2_FP26.jpg_RGB_01,175189,44.888,17.025,27,0,97,0,255,FP_Acp_T2_FP26
FP_Acp_T2_FP26.jpg_RGB,FP,Acp,T2,FP26,RGB,G,FP_Acp_T2_FP26.jpg_RGB_02,175189,36.265,18.128,17,2,91,0,255,FP_Acp_T2_FP26
FP_Acp_T2_FP26.jpg_RGB,FP,Acp,T2,FP26,RGB,B,FP_Acp_T2_FP26.jpg_RGB_03,175189,25.854,19.109,7,0,91,0,255,FP_Acp_T2_FP26
FP_Acp_T2_FP26.jpg_LAB,FP,Acp,T2,FP26,LAB,R,FP_Acp_T2_FP26.jpg_LAB_04,175189,14.888,8.246,6.302,0.975,35.501,-3.40E+38,3.40E+38,FP_Acp_T2_FP26
FP_Acp_T2_FP26.jpg_LAB,FP,Acp,T2,FP26,LAB,G,FP_Acp_T2_FP26.jpg_LAB_05,175189,2.308,2.581,2.924,-17.781,8.394,-3.40E+38,3.40E+38,FP_Acp_T2_FP26
FP_Acp_T2_FP26.jpg_LAB,FP,Acp,T2,FP26,LAB,B,FP_Acp_T2_FP26.jpg_LAB_06,175189,7.538,3.641,7.347,-10.027,21.856,-3.40E+38,3.40E+38,FP_Acp_T2_FP26
FP_Acp_T2_FP26.jpg_HSB,FP,Acp,T2,FP26,HSB,R,FP_Acp_T2_FP26.jpg_HSB_07,175189,29.031,27.63,21,0,250,0,255,FP_Acp_T2_FP26
FP_Acp_T2_FP26.jpg_HSB,FP,Acp,T2,FP26,HSB,G,FP_Acp_T2_FP26.jpg_HSB_08,175189,133.094,52.102,170,0,255,0,255,FP_Acp_T2_FP26
FP_Acp_T2_FP26.jpg_HSB,FP,Acp,T2,FP26,HSB,B,FP_Acp_T2_FP26.jpg_HSB_09,175189,45.883,17.23,27,10,97,0,255,FP_Acp_T2_FP26
FP_Acp_T2_FP27.jpg_RGB,FP,Acp,T2,FP27,RGB,R,FP_Acp_T2_FP27.jpg_RGB_01,130162,106.25,16.574,115,2,148,0,255,FP_Acp_T2_FP27
FP_Acp_T2_FP27.jpg_RGB,FP,Acp,T2,FP27,RGB,G,FP_Acp_T2_FP27.jpg_RGB_02,130162,89.79,19.302,96,1,130,0,255,FP_Acp_T2_FP27
FP_Acp_T2_FP27.jpg_RGB,FP,Acp,T2,FP27,RGB,B,FP_Acp_T2_FP27.jpg_RGB_03,130162,66.156,27.187,40,0,130,0,255,FP_Acp_T2_FP27
FP_Acp_T2_FP27.jpg_LAB,FP,Acp,T2,FP27,LAB,R,FP_Acp_T2_FP27.jpg_LAB_04,130162,39.099,7.753,39.915,0.313,54.966,-3.40E+38,3.40E+38,FP_Acp_T2_FP27
FP_Acp_T2_FP27.jpg_LAB,FP,Acp,T2,FP27,LAB,G,FP_Acp_T2_FP27.jpg_LAB_05,130162,3.351,1.784,2.504,-5.472,9.271,-3.40E+38,3.40E+38,FP_Acp_T2_FP27
FP_Acp_T2_FP27.jpg_LAB,FP,Acp,T2,FP27,LAB,B,FP_Acp_T2_FP27.jpg_LAB_06,130162,16.338,7.894,2.766,-4.605,29.396,-3.40E+38,3.40E+38,FP_Acp_T2_FP27
FP_Acp_T2_FP27.jpg_HSB,FP,Acp,T2,FP27,HSB,R,FP_Acp_T2_FP27.jpg_HSB_07,130162,32.337,36.302,24,0,250,0,255,FP_Acp_T2_FP27
FP_Acp_T2_FP27.jpg_HSB,FP,Acp,T2,FP27,HSB,G,FP_Acp_T2_FP27.jpg_HSB_08,130162,100.467,48.703,21,0,255,0,255,FP_Acp_T2_FP27
FP_Acp_T2_FP27.jpg_HSB,FP,Acp,T2,FP27,HSB,B,FP_Acp_T2_FP27.jpg_HSB_09,130162,106.422,16.531,115,2,148,0,255,FP_Acp_T2_FP27
FP_Acp_T2_FP28.jpg_RGB,FP,Acp,T2,FP28,RGB,R,FP_Acp_T2_FP28.jpg_RGB_01,1973551,157.645,16.678,163,5,188,0,255,FP_Acp_T2_FP28
FP_Acp_T2_FP28.jpg_RGB,FP,Acp,T2,FP28,RGB,G,FP_Acp_T2_FP28.jpg_RGB_02,1973551,156.734,20.591,164,7,176,0,255,FP_Acp_T2_FP28
FP_Acp_T2_FP28.jpg_RGB,FP,Acp,T2,FP28,RGB,B,FP_Acp_T2_FP28.jpg_RGB_03,1973551,156.289,26.544,166,4,180,0,255,FP_Acp_T2_FP28
FP_Acp_T2_FP28.jpg_LAB,FP,Acp,T2,FP28,LAB,R,FP_Acp_T2_FP28.jpg_LAB_04,1973551,64.613,7.889,67.294,2.158,71.781,-3.40E+38,3.40E+38,FP_Acp_T2_FP28
FP_Acp_T2_FP28.jpg_LAB,FP,Acp,T2,FP28,LAB,G,FP_Acp_T2_FP28.jpg_LAB_05,1973551,0.393,1.114,0.026,-7.239,11.086,-3.40E+38,3.40E+38,FP_Acp_T2_FP28
FP_Acp_T2_FP28.jpg_LAB,FP,Acp,T2,FP28,LAB,B,FP_Acp_T2_FP28.jpg_LAB_06,1973551,0.477,4.866,-1.148,-8.69,33.746,-3.40E+38,3.40E+38,FP_Acp_T2_FP28
FP_Acp_T2_FP28.jpg_HSB,FP,Acp,T2,FP28,HSB,R,FP_Acp_T2_FP28.jpg_HSB_07,1973551,115.161,69.896,155,0,252,0,255,FP_Acp_T2_FP28
FP_Acp_T2_FP28.jpg_HSB,FP,Acp,T2,FP28,HSB,G,FP_Acp_T2_FP28.jpg_HSB_08,1973551,10.204,27.791,3,0,205,0,255,FP_Acp_T2_FP28
FP_Acp_T2_FP28.jpg_HSB,FP,Acp,T2,FP28,HSB,B,FP_Acp_T2_FP28.jpg_HSB_09,1973551,159.482,16.833,166,12,188,0,255,FP_Acp_T2_FP28
