Site,Genus,ColonyID,Treatment_nonnum,Treatment,Replicate,Temperature,F0,Fm,Yield,Y
Fourth Point,Pocillopora,FP08,T3,4,1,33.8,276,747,630,0.63
Fourth Point,Pocillopora,FP08,T3,4,2,33.8,126,337,626,0
Fourth Point,Pocillopora,FP09,T3,4,1,33.8,150,412,635,0.635
Fourth Point,Pocillopora,FP09,T3,4,2,33.8,213,605,647,0.647
Fourth Point,Pocillopora,FP10,T3,4,1,33.8,259,764,660,0.66
Fourth Point,Pocillopora,FP10,T3,4,2,33.8,147,444,668,0.668
Fourth Point,Porites,FP11,T3,4,1,33.8,477,1244,616,0.616
Fourth Point,Porites,FP11,T3,4,2,33.8,444,1188,626,0.626
Fourth Point,Porites,FP12,T3,4,1,33.8,492,1186,585,0.585
Fourth Point,Porites,FP12,T3,4,2,33.8,462,1037,554,0.554
Fourth Point,Porites,FP13,T3,4,1,33.8,309,685,548,0.548
Fourth Point,Porites,FP13,T3,4,2,33.8,389,876,555,0.555
Fourth Point,Porites,FP14,T3,4,1,33.8,277,658,579,0.579
Fourth Point,Porites,FP14,T3,4,2,33.8,309,746,585,0.585
Fourth Point,Porites,FP15,T3,4,1,33.8,422,1026,588,0.588
Fourth Point,Porites,FP15,T3,4,2,33.8,448,1150,610,0.61
Fourth Point,Acropora,FP21,T3,4,1,33.8,256,665,615,0.615
Fourth Point,Acropora,FP21,T3,4,2,33.8,210,533,606,0.606
Fourth Point,Acropora,FP22,T3,4,1,33.8,236,587,597,0.597
Fourth Point,Acropora,FP22,T3,4,2,33.8,304,800,620,0.62
Fourth Point,Acropora,FP23,T3,4,1,33.8,158,473,665,0.665
Fourth Point,Acropora,FP23,T3,4,2,33.8,137,388,646,0.646
Fourth Point,Acropora,FP24,T3,4,1,33.8,271,604,551,0.551
Fourth Point,Acropora,FP24,T3,4,2,33.8,258,609,576,0.576
Fourth Point,Acropora,FP25,T3,4,1,33.8,291,645,548,0.548
Fourth Point,Acropora,FP25,T3,4,2,33.8,238,547,564,0.564
Fourth Point,Acropora,FP26,T3,4,1,33.8,348,890,608,0.608
Fourth Point,Acropora,FP26,T3,4,2,33.8,167,337,504,0.504
Fourth Point,Acropora,FP27,T3,4,1,33.8,176,512,656,0.656
Fourth Point,Acropora,FP27,T3,4,2,33.8,217,556,609,0.609
Fourth Point,Acropora,FP28,T3,4,1,33.8,278,755,631,0.631
Fourth Point,Acropora,FP28,T3,4,2,33.8,269,709,620,0.62
Fourth Point,Acropora,FP29,T3,4,1,33.8,261,728,641,0.641
Fourth Point,Acropora,FP29,T3,4,2,33.8,236,571,586,0.586
Fourth Point,Acropora,FP30,T3,4,1,33.8,222,562,604,0.604
Fourth Point,Acropora,FP30,T3,4,2,33.8,308,820,624,0.624
Reef Crest,Pocillopora,RC01,T3,4,1,33.8,239,633,622,0.622
Reef Crest,Pocillopora,RC01,T3,4,2,33.8,273,754,637,0.637
Reef Crest,Pocillopora,RC02,T3,4,1,33.8,348,896,611,0.611
Reef Crest,Pocillopora,RC02,T3,4,2,33.8,287,771,627,0.627
Reef Crest,Pocillopora,RC03,T3,4,1,33.8,263,722,635,0.635
Reef Crest,Pocillopora,RC03,T3,4,2,33.8,277,763,636,0.636
Reef Crest,Pocillopora,RC04,T3,4,1,33.8,297,781,619,0.619
Reef Crest,Pocillopora,RC04,T3,4,2,33.8,296,831,643,0.643
Reef Crest,Pocillopora,RC05,T3,4,1,33.8,257,683,623,0.623
Reef Crest,Pocillopora,RC05,T3,4,2,33.8,306,899,659,0.659
Reef Crest,Pocillopora,RC06,T3,4,1,33.8,350,980,642,0.642
Reef Crest,Pocillopora,RC06,T3,4,2,33.8,381,1092,651,0.651
Reef Crest,Pocillopora,RC07,T3,4,1,33.8,217,627,653,0.653
Reef Crest,Pocillopora,RC07,T3,4,2,33.8,306,844,637,0.637
Reef Crest,Pocillopora,RC08,T3,4,1,33.8,325,893,636,0.636
Reef Crest,Pocillopora,RC08,T3,4,2,33.8,299,853,649,0.649
Reef Crest,Pocillopora,RC09,T3,4,1,33.8,341,903,622,0.622
Reef Crest,Pocillopora,RC09,T3,4,2,33.8,305,829,632,0.632
Reef Crest,Pocillopora,RC10,T3,4,1,33.8,381,1166,673,0.673
Reef Crest,Pocillopora,RC10,T3,4,2,33.8,343,933,632,0.632
Reef Crest,Porites,RC11,T3,4,1,33.8,239,568,579,0.579
Reef Crest,Porites,RC11,T3,4,2,33.8,246,648,620,0.62
Reef Crest,Porites,RC12,T3,4,1,33.8,435,930,532,0.532
Reef Crest,Porites,RC12,T3,4,2,33.8,369,948,610,0.61
Reef Crest,Porites,RC13,T3,4,1,33.8,403,982,589,0.589
Reef Crest,Porites,RC13,T3,4,2,33.8,435,1109,607,0.607
Reef Crest,Porites,RC14,T3,4,1,33.8,377,940,598,0.598
Reef Crest,Porites,RC14,T3,4,2,33.8,405,976,585,0.585
Reef Crest,Porites,RC15,T3,4,1,33.8,501,1262,603,0.603
Reef Crest,Porites,RC15,T3,4,2,33.8,485,1122,567,0.567
Reef Crest,Porites,RC16,T3,4,1,33.8,334,876,618,0.618
Reef Crest,Porites,RC16,T3,4,2,33.8,339,884,616,0.616
Reef Crest,Porites,RC17,T3,4,1,33.8,385,988,610,0.61
Reef Crest,Porites,RC17,T3,4,2,33.8,377,966,609,0.609
Reef Crest,Porites,RC18,T3,4,1,33.8,390,861,547,0.547
Reef Crest,Porites,RC18,T3,4,2,33.8,349,841,585,0.585
Reef Crest,Porites,RC19,T3,4,1,33.8,434,1160,625,0.625
Reef Crest,Porites,RC19,T3,4,2,33.8,386,1004,615,0.615
Reef Crest,Porites,RC20,T3,4,1,33.8,393,981,599,0.599
Reef Crest,Porites,RC20,T3,4,2,33.8,241,649,628,0.628
Reef Crest,Acropora,RC21,T3,4,1,33.8,332,1093,696,0.696
Reef Crest,Acropora,RC21,T3,4,2,33.8,292,799,634,0.634
Reef Crest,Acropora,RC22,T3,4,1,33.8,339,1007,663,0.663
Reef Crest,Acropora,RC22,T3,4,2,33.8,346,999,653,0.653
Reef Crest,Acropora,RC23,T3,4,1,33.8,370,1026,639,0.639
Reef Crest,Acropora,RC23,T3,4,2,33.8,381,1057,639,0.639
Reef Crest,Acropora,RC24,T3,4,1,33.8,397,1021,611,0.611
Reef Crest,Acropora,RC24,T3,4,2,33.8,294,813,638,0.638
Reef Crest,Acropora,RC25,T3,4,1,33.8,430,1146,624,0.624
Reef Crest,Acropora,RC25,T3,4,2,33.8,381,1052,637,0.637
Reef Crest,Acropora,RC26,T3,4,1,33.8,309,837,630,0.63
Reef Crest,Acropora,RC26,T3,4,2,33.8,278,736,622,0.622
Reef Crest,Acropora,RC27,T3,4,1,33.8,411,1155,644,0.644
Reef Crest,Acropora,RC27,T3,4,2,33.8,355,911,610,0.61
Reef Crest,Acropora,RC28,T3,4,1,33.8,361,1031,649,0.649
Reef Crest,Acropora,RC28,T3,4,2,33.8,291,750,612,0.612
Reef Crest,Acropora,RC29,T3,4,1,33.8,348,807,568,0.568
Reef Crest,Acropora,RC29,T3,4,2,33.8,429,1132,621,0.621
Reef Crest,Acropora,RC30,T3,4,1,33.8,403,1042,613,0.613
Reef Crest,Acropora,RC30,T3,4,2,33.8,388,1063,634,0.634
Harry's Bommie,Pocillopora,HB01,T3,4,1,33.8,271,761,643,0.643
Harry's Bommie,Pocillopora,HB01,T3,4,2,33.8,149,462,677,0.677
Harry's Bommie,Pocillopora,HB02,T3,4,1,33.8,327,910,640,0.64
Harry's Bommie,Pocillopora,HB02,T3,4,2,33.8,194,546,644,0.644
Harry's Bommie,Pocillopora,HB03,T3,4,1,33.8,217,591,632,0.632
Harry's Bommie,Pocillopora,HB03,T3,4,2,33.8,94,273,655,0
Harry's Bommie,Pocillopora,HB04,T3,4,1,33.8,331,799,585,0.585
Harry's Bommie,Pocillopora,HB04,T3,4,2,33.8,281,787,642,0.642
Harry's Bommie,Pocillopora,HB05,T3,4,1,33.8,266,735,638,0.638
Harry's Bommie,Pocillopora,HB05,T3,4,2,33.8,257,685,624,0.624
Harry's Bommie,Pocillopora,HB06,T3,4,1,33.8,200,550,636,0.636
Harry's Bommie,Pocillopora,HB06,T3,4,2,33.8,277,775,642,0.642
Harry's Bommie,Pocillopora,HB07,T3,4,1,33.8,234,626,626,0.626
Harry's Bommie,Pocillopora,HB07,T3,4,2,33.8,136,397,657,0.657
Harry's Bommie,Pocillopora,HB08,T3,4,1,33.8,249,671,628,0.628
Harry's Bommie,Pocillopora,HB08,T3,4,2,33.8,284,749,620,0.62
Harry's Bommie,Pocillopora,HB09,T3,4,1,33.8,306,803,618,0.618
Harry's Bommie,Pocillopora,HB09,T3,4,2,33.8,268,734,634,0.634
Harry's Bommie,Pocillopora,HB10,T3,4,1,33.8,187,443,577,0.577
Harry's Bommie,Pocillopora,HB10,T3,4,2,33.8,162,468,653,0.653
Harry's Bommie,Porites,HB11,T3,4,1,33.8,156,331,528,0.528
Harry's Bommie,Porites,HB11,T3,4,2,33.8,190,438,566,0.566
Harry's Bommie,Porites,HB12,T3,4,1,33.8,444,1288,655,0.655
Harry's Bommie,Porites,HB12,T3,4,2,33.8,429,1195,641,0.641
Harry's Bommie,Porites,HB13,T3,4,1,33.8,442,973,545,0.545
Harry's Bommie,Porites,HB13,T3,4,2,33.8,438,1002,562,0.562
Harry's Bommie,Porites,HB14,T3,4,1,33.8,381,911,581,0.581
Harry's Bommie,Porites,HB14,T3,4,2,33.8,387,951,593,0.593
Harry's Bommie,Porites,HB15,T3,4,1,33.8,574,1353,575,0.575
Harry's Bommie,Porites,HB15,T3,4,2,33.8,548,1223,551,0.551
Harry's Bommie,Porites,HB16,T3,4,1,33.8,605,1242,512,0.512
Harry's Bommie,Porites,HB16,T3,4,2,33.8,620,1321,530,0.53
Harry's Bommie,Porites,HB17,T3,4,1,33.8,414,970,573,0.573
Harry's Bommie,Porites,HB17,T3,4,2,33.8,388,1021,619,0.619
Harry's Bommie,Porites,HB18,T3,4,1,33.8,514,1157,555,0.555
Harry's Bommie,Porites,HB18,T3,4,2,33.8,540,1219,557,0.557
Harry's Bommie,Porites,HB19,T3,4,1,33.8,505,1156,563,0.563
Harry's Bommie,Porites,HB19,T3,4,2,33.8,451,1116,595,0.595
Harry's Bommie,Porites,HB20,T3,4,1,33.8,583,1323,559,0.559
Harry's Bommie,Porites,HB20,T3,4,2,33.8,521,1283,593,0.593
Harry's Bommie,Acropora,HB21,T3,4,1,33.8,303,750,596,0.596
Harry's Bommie,Acropora,HB21,T3,4,2,33.8,244,650,624,0.624
Harry's Bommie,Acropora,HB22,T3,4,1,33.8,370,940,606,0.606
Harry's Bommie,Acropora,HB22,T3,4,2,33.8,326,830,607,0.607
Harry's Bommie,Acropora,HB23,T3,4,1,33.8,239,601,602,0.602
Harry's Bommie,Acropora,HB23,T3,4,2,33.8,154,365,578,0.578
Harry's Bommie,Acropora,HB24,T3,4,1,33.8,246,660,627,0.627
Harry's Bommie,Acropora,HB24,T3,4,2,33.8,163,468,651,0.651
Harry's Bommie,Acropora,HB25,T3,4,1,33.8,281,620,546,0.546
Harry's Bommie,Acropora,HB25,T3,4,2,33.8,220,569,613,0.613
Harry's Bommie,Acropora,HB26,T3,4,1,33.8,217,582,627,0.627
Harry's Bommie,Acropora,HB26,T3,4,2,33.8,273,740,631,0.631
Harry's Bommie,Acropora,HB27,T3,4,1,33.8,297,750,604,0.604
Harry's Bommie,Acropora,HB27,T3,4,2,33.8,204,482,576,0.576
Harry's Bommie,Acropora,HB28,T3,4,1,33.8,203,507,599,0.599
Harry's Bommie,Acropora,HB28,T3,4,2,33.8,212,519,591,0.591
Harry's Bommie,Acropora,HB29,T3,4,1,33.8,203,578,648,0.648
Harry's Bommie,Acropora,HB29,T3,4,2,33.8,166,416,600,0.6
Harry's Bommie,Acropora,HB30,T3,4,1,33.8,276,781,646,0.646
Harry's Bommie,Acropora,HB30,T3,4,2,33.8,260,655,603,0.603
Shallow Lagoon,Pocillopora,SL01,T4,5,1,36.3,266,465,427,0.427
Shallow Lagoon,Pocillopora,SL02,T4,5,1,36.3,143,270,470,0.47
Shallow Lagoon,Pocillopora,SL03,T4,5,1,36.3,427,775,449,0.449
Shallow Lagoon,Pocillopora,SL04,T4,5,1,36.3,264,434,391,0.391
Shallow Lagoon,Pocillopora,SL05,T4,5,1,36.3,230,410,439,0.439
Shallow Lagoon,Pocillopora,SL06,T4,5,1,36.3,270,521,481,0.481
Shallow Lagoon,Pocillopora,SL07,T4,5,1,36.3,213,388,451,0.451
Shallow Lagoon,Pocillopora,SL08,T4,5,1,36.3,301,703,571,0.571
Shallow Lagoon,Pocillopora,SL09,T4,5,1,36.3,345,379,89,0.089
Shallow Lagoon,Pocillopora,SL10,T4,5,1,36.3,342,705,514,0.514
Shallow Lagoon,Porites,SL11,T4,5,1,36.3,624,1185,473,0.473
Shallow Lagoon,Porites,SL12,T4,5,1,36.3,538,1176,542,0.542
Shallow Lagoon,Porites,SL13,T4,5,1,36.3,435,805,459,0.459
Shallow Lagoon,Porites,SL14,T4,5,1,36.3,725,1378,474,0.474
Shallow Lagoon,Porites,SL15,T4,5,1,36.3,553,1111,502,0.502
Shallow Lagoon,Porites,SL16,T4,5,1,36.3,663,1272,478,0.478
Shallow Lagoon,Porites,SL17,T4,5,1,36.3,569,1123,492,0.492
Shallow Lagoon,Porites,SL18,T4,5,1,36.3,604,931,351,0.351
Shallow Lagoon,Porites,SL19,T4,5,1,36.3,607,1107,451,0.451
Shallow Lagoon,Porites,SL20,T4,5,1,36.3,864,1532,436,0.436
Shallow Lagoon,Pocillopora,SL01,T4,5,2,36.3,348,741,530,0.53
Shallow Lagoon,Pocillopora,SL02,T4,5,2,36.3,244,476,487,0.487
Shallow Lagoon,Pocillopora,SL03,T4,5,2,36.3,392,784,500,0.5
Shallow Lagoon,Pocillopora,SL04,T4,5,2,36.3,351,612,426,0.426
Shallow Lagoon,Pocillopora,SL05,T4,5,2,36.3,324,674,519,0.519
Shallow Lagoon,Pocillopora,SL06,T4,5,2,36.3,172,334,485,0.485
Shallow Lagoon,Pocillopora,SL07,T4,5,2,36.3,279,626,554,0.554
Shallow Lagoon,Pocillopora,SL08,T4,5,2,36.3,378,859,559,0.559
Shallow Lagoon,Pocillopora,SL09,T4,5,2,36.3,175,190,78,0.078
Shallow Lagoon,Pocillopora,SL10,T4,5,2,36.3,265,630,579,0.579
Shallow Lagoon,Porites,SL11,T4,5,2,36.3,339,598,433,0.433
Shallow Lagoon,Porites,SL12,T4,5,2,36.3,555,1166,524,0.524
Shallow Lagoon,Porites,SL13,T4,5,2,36.3,774,1398,446,0.446
Shallow Lagoon,Porites,SL14,T4,5,2,36.3,643,1227,475,0.475
Shallow Lagoon,Porites,SL15,T4,5,2,36.3,484,1017,524,0.524
Shallow Lagoon,Porites,SL16,T4,5,2,36.3,674,1259,464,0.464
Shallow Lagoon,Porites,SL17,T4,5,2,36.3,604,1229,508,0.508
Shallow Lagoon,Porites,SL18,T4,5,2,36.3,624,1016,385,0.385
Shallow Lagoon,Porites,SL19,T4,5,2,36.3,632,1243,491,0.491
Shallow Lagoon,Porites,SL20,T4,5,2,36.3,775,1425,456,0.456
Deep Lagoon,Pocillopora,DL01,T4,5,1,36.3,169,293,423,0.423
Deep Lagoon,Pocillopora,DL02,T4,5,1,36.3,185,429,568,0.568
Deep Lagoon,Pocillopora,DL03,T4,5,1,36.3,161,252,361,0.361
Deep Lagoon,Pocillopora,DL04,T4,5,1,36.3,141,261,459,0.459
Deep Lagoon,Pocillopora,DL05,T4,5,1,36.3,223,390,428,0.428
Deep Lagoon,Pocillopora,DL06,T4,5,1,36.3,74,104,288,0
Deep Lagoon,Pocillopora,DL07,T4,5,1,36.3,117,199,412,0
Deep Lagoon,Pocillopora,DL08,T4,5,1,36.3,155,278,442,0.442
Deep Lagoon,Pocillopora,DL09,T4,5,1,36.3,316,349,94,0.094
Deep Lagoon,Pocillopora,DL10,T4,5,1,36.3,284,477,404,0.404
Deep Lagoon,Porites,DL11,T4,5,1,36.3,256,445,424,0.424
Deep Lagoon,Porites,DL12,T4,5,1,36.3,171,330,481,0.481
Deep Lagoon,Porites,DL13,T4,5,1,36.3,188,335,438,0.438
Deep Lagoon,Porites,DL14,T4,5,1,36.3,576,1250,546,0.546
Deep Lagoon,Porites,DL15,T4,5,1,36.3,225,504,553,0.553
Deep Lagoon,Porites,DL16,T4,5,1,36.3,258,514,498,0.498
Deep Lagoon,Porites,DL17,T4,5,1,36.3,256,459,442,0.442
Deep Lagoon,Porites,DL18,T4,5,1,36.3,165,332,503,0.503
Deep Lagoon,Porites,DL19,T4,5,1,36.3,209,406,485,0.485
Deep Lagoon,Porites,DL20,T4,5,1,36.3,192,342,438,0.438
Reef Flat,Pocillopora,RF01,T4,5,1,36.3,219,360,391,0.391
Reef Flat,Pocillopora,RF02,T4,5,1,36.3,182,291,374,0.374
Reef Flat,Pocillopora,RF03,T4,5,1,36.3,126,205,385,0
Reef Flat,Pocillopora,RF04,T4,5,1,36.3,155,293,470,0.47
Reef Flat,Pocillopora,RF05,T4,5,1,36.3,189,330,427,0.427
Reef Flat,Pocillopora,RF06,T4,5,1,36.3,305,594,486,0.486
Reef Flat,Pocillopora,RF07,T4,5,1,36.3,180,286,370,0.37
Reef Flat,Pocillopora,RF08,T4,5,1,36.3,189,283,332,0.332
Reef Flat,Pocillopora,RF09,T4,5,1,36.3,239,463,483,0.483
Reef Flat,Pocillopora,RF10,T4,5,1,36.3,31,65,523,0
Reef Flat,Porites,RF11,T4,5,1,36.3,612,706,133,0.133
Reef Flat,Porites,RF12,T4,5,1,36.3,385,565,318,0.318
Reef Flat,Porites,RF13,T4,5,1,36.3,564,1110,491,0.491
Reef Flat,Porites,RF14,T4,5,1,36.3,495,683,275,0.275
Reef Flat,Porites,RF15,T4,5,1,36.3,450,547,177,0.177
Reef Flat,Porites,RF16,T4,5,1,36.3,440,922,522,0.522
Reef Flat,Acropora,RF21,T4,5,1,36.3,349,489,286,0.286
Reef Flat,Acropora,RF22,T4,5,1,36.3,384,518,258,0.258
Reef Flat,Acropora,RF23,T4,5,1,36.3,367,609,379,0.379
Reef Flat,Acropora,RF24,T4,5,1,36.3,281,413,319,0.319
Reef Flat,Acropora,RF25,T4,5,1,36.3,367,545,326,0.326
Reef Flat,Acropora,RF26,T4,5,1,36.3,227,301,245,0.245
Reef Flat,Acropora,RF27,T4,5,1,36.3,163,247,340,0.34
Reef Flat,Acropora,RF28,T4,5,1,36.3,182,247,263,0.263
Reef Flat,Acropora,RF29,T4,5,1,36.3,165,253,347,0.347
Reef Flat,Acropora,RF30,T4,5,1,36.3,266,385,309,0.309
Reef Flat,Pocillopora,RF01,T4,5,2,36.3,29,64,546,0
Reef Flat,Pocillopora,RF02,T4,5,2,36.3,235,400,412,0.412
Reef Flat,Pocillopora,RF03,T4,5,2,36.3,242,429,433,0.433
Reef Flat,Pocillopora,RF04,T4,5,2,36.3,46,68,323,0
Reef Flat,Pocillopora,RF05,T4,5,2,36.3,195,319,388,0.388
Reef Flat,Pocillopora,RF06,T4,5,2,36.3,267,456,414,0.414
Reef Flat,Pocillopora,RF07,T4,5,2,36.3,223,362,383,0.383
Reef Flat,Pocillopora,RF08,T4,5,2,36.3,68,95,284,0
Reef Flat,Pocillopora,RF09,T4,5,2,36.3,184,331,444,0.444
Reef Flat,Pocillopora,RF10,T4,5,2,36.3,8,21,619,0
Reef Flat,Porites,RF11,T4,5,2,36.3,451,577,190,0.19
Reef Flat,Porites,RF12,T4,5,2,36.3,330,411,197,0.197
Reef Flat,Porites,RF13,T4,5,2,36.3,397,640,379,0.379
Reef Flat,Porites,RF14,T4,5,2,36.3,671,916,267,0.267
Reef Flat,Porites,RF15,T4,5,2,36.3,627,836,250,0.25
Reef Flat,Porites,RF16,T4,5,2,36.3,439,965,545,0.545
Reef Flat,Acropora,RF21,T4,5,2,36.3,332,465,286,0.286
Reef Flat,Acropora,RF22,T4,5,2,36.3,318,446,286,0.286
Reef Flat,Acropora,RF23,T4,5,2,36.3,335,491,317,0.317
Reef Flat,Acropora,RF24,T4,5,2,36.3,328,528,378,0.378
Reef Flat,Acropora,RF25,T4,5,2,36.3,222,271,180,0.18
Reef Flat,Acropora,RF26,T4,5,2,36.3,235,350,328,0.328
Reef Flat,Acropora,RF27,T4,5,2,36.3,274,403,320,0.32
Reef Flat,Acropora,RF28,T4,5,2,36.3,226,315,282,0.282
Reef Flat,Acropora,RF29,T4,5,2,36.3,97,140,307,0
Reef Flat,Acropora,RF30,T4,5,2,36.3,117,167,299,0
Fourth Point,Pocillopora,FP01,T4,5,1,36.3,156,212,264,0.264
Fourth Point,Pocillopora,FP01,T4,5,2,36.3,205,328,375,0.375
Fourth Point,Pocillopora,FP02,T4,5,1,36.3,212,388,453,0.453
Fourth Point,Pocillopora,FP02,T4,5,2,36.3,82,154,467,0
Fourth Point,Pocillopora,FP03,T4,5,1,36.3,84,107,205,0
Fourth Point,Pocillopora,FP03,T4,5,2,36.3,161,183,120,0.12
Fourth Point,Pocillopora,FP04,T4,5,1,36.3,143,215,334,0.334
Fourth Point,Pocillopora,FP04,T4,5,2,36.3,191,271,295,0.295
Fourth Point,Pocillopora,FP05,T4,5,1,36.3,39,68,441,0
Fourth Point,Pocillopora,FP05,T4,5,2,36.3,123,174,239,0
Fourth Point,Pocillopora,FP06,T4,5,1,36.3,53,101,475,0
Fourth Point,Pocillopora,FP06,T4,5,2,36.3,20,39,487,0
Fourth Point,Pocillopora,FP07,T4,5,1,36.3,69,117,410,0
Fourth Point,Pocillopora,FP07,T4,5,2,36.3,185,224,174,0.174
Fourth Point,Pocillopora,FP08,T4,5,1,36.3,83,177,531,0
Fourth Point,Pocillopora,FP08,T4,5,2,36.3,75,134,440,0
Fourth Point,Pocillopora,FP09,T4,5,1,36.3,227,458,504,0.504
Fourth Point,Pocillopora,FP09,T4,5,2,36.3,57,102,441,0
Fourth Point,Pocillopora,FP10,T4,5,1,36.3,127,206,383,0
Fourth Point,Pocillopora,FP10,T4,5,2,36.3,95,141,326,0
Fourth Point,Porites,FP11,T4,5,1,36.3,378,667,433,0.433
Fourth Point,Porites,FP11,T4,5,2,36.3,,,,
Fourth Point,Porites,FP12,T4,5,1,36.3,346,631,451,0.451
Fourth Point,Porites,FP12,T4,5,2,36.3,456,870,475,0.475
Fourth Point,Porites,FP13,T4,5,1,36.3,382,792,517,0.517
Fourth Point,Porites,FP13,T4,5,2,36.3,432,935,537,0.537
Fourth Point,Porites,FP14,T4,5,1,36.3,205,335,388,0.388
Fourth Point,Porites,FP14,T4,5,2,36.3,151,220,313,0.313
Fourth Point,Porites,FP15,T4,5,1,36.3,386,859,550,0.55
Fourth Point,Porites,FP15,T4,5,2,36.3,362,847,572,0.572
Fourth Point,Acropora,FP21,T4,5,1,36.3,52,81,358,0
Fourth Point,Acropora,FP21,T4,5,2,36.3,13,23,434,0
Fourth Point,Acropora,FP22,T4,5,1,36.3,35,57,385,0
Fourth Point,Acropora,FP22,T4,5,2,36.3,71,96,260,0
Fourth Point,Acropora,FP23,T4,5,1,36.3,147,224,343,0.343
Fourth Point,Acropora,FP23,T4,5,2,36.3,74,109,321,0
Fourth Point,Acropora,FP24,T4,5,1,36.3,249,437,430,0.43
Fourth Point,Acropora,FP24,T4,5,2,36.3,192,311,382,0.382
Fourth Point,Acropora,FP25,T4,5,1,36.3,240,357,327,0.327
Fourth Point,Acropora,FP25,T4,5,2,36.3,136,230,408,0.408
Fourth Point,Acropora,FP26,T4,5,1,36.3,89,150,406,0
Fourth Point,Acropora,FP26,T4,5,2,36.3,35,55,363,0
Fourth Point,Acropora,FP27,T4,5,1,36.3,267,386,308,0.308
Fourth Point,Acropora,FP27,T4,5,2,36.3,86,138,376,0
Fourth Point,Acropora,FP28,T4,5,1,36.3,233,330,293,0.293
Fourth Point,Acropora,FP28,T4,5,2,36.3,195,278,298,0.298
Fourth Point,Acropora,FP29,T4,5,1,36.3,90,142,366,0
Fourth Point,Acropora,FP29,T4,5,2,36.3,35,53,339,0
Fourth Point,Acropora,FP30,T4,5,1,36.3,288,452,362,0.362
Fourth Point,Acropora,FP30,T4,5,2,36.3,373,556,329,0.329
Reef Crest,Pocillopora,RC01,T4,5,1,36.3,161,195,174,0.174
Reef Crest,Pocillopora,RC01,T4,5,2,36.3,166,242,314,0.314
Reef Crest,Pocillopora,RC02,T4,5,1,36.3,266,323,176,0.176
Reef Crest,Pocillopora,RC02,T4,5,2,36.3,193,235,178,0.178
Reef Crest,Pocillopora,RC03,T4,5,1,36.3,261,277,57,0.057
Reef Crest,Pocillopora,RC03,T4,5,2,36.3,195,218,105,0.105
Reef Crest,Pocillopora,RC04,T4,5,1,36.3,285,487,414,0.414
Reef Crest,Pocillopora,RC04,T4,5,2,36.3,188,327,425,0.425
Reef Crest,Pocillopora,RC05,T4,5,1,36.3,168,218,229,0.229
Reef Crest,Pocillopora,RC05,T4,5,2,36.3,166,223,255,0.255
Reef Crest,Pocillopora,RC06,T4,5,1,36.3,298,335,110,0.11
Reef Crest,Pocillopora,RC06,T4,5,2,36.3,367,386,49,0.049
Reef Crest,Pocillopora,RC07,T4,5,1,36.3,167,191,125,0.125
Reef Crest,Pocillopora,RC07,T4,5,2,36.3,159,185,140,0.14
Reef Crest,Pocillopora,RC08,T4,5,1,36.3,255,462,448,0.448
Reef Crest,Pocillopora,RC08,T4,5,2,36.3,236,347,319,0.319
Reef Crest,Pocillopora,RC09,T4,5,1,36.3,156,187,165,0.165
Reef Crest,Pocillopora,RC09,T4,5,2,36.3,,,,
Reef Crest,Pocillopora,RC10,T4,5,1,36.3,265,307,136,0.136
Reef Crest,Pocillopora,RC10,T4,5,2,36.3,216,257,159,0.159
Reef Crest,Porites,RC11,T4,5,1,36.3,242,375,354,0.354
Reef Crest,Porites,RC11,T4,5,2,36.3,204,325,372,0.372
Reef Crest,Porites,RC12,T4,5,1,36.3,395,608,350,0.35
Reef Crest,Porites,RC12,T4,5,2,36.3,422,659,359,0.359
Reef Crest,Porites,RC13,T4,5,1,36.3,338,635,467,0.467
Reef Crest,Porites,RC13,T4,5,2,36.3,358,697,486,0.486
Reef Crest,Porites,RC14,T4,5,1,36.3,294,466,369,0.369
Reef Crest,Porites,RC14,T4,5,2,36.3,373,605,383,0.383
Reef Crest,Porites,RC15,T4,5,1,36.3,355,561,367,0.367
Reef Crest,Porites,RC15,T4,5,2,36.3,272,438,378,0.378
Reef Crest,Porites,RC16,T4,5,1,36.3,465,773,398,0.398
Reef Crest,Porites,RC16,T4,5,2,36.3,503,753,332,0.332
Reef Crest,Porites,RC17,T4,5,1,36.3,383,656,416,0.416
Reef Crest,Porites,RC17,T4,5,2,36.3,379,630,398,0.398
Reef Crest,Porites,RC18,T4,5,1,36.3,391,633,382,0.382
Reef Crest,Porites,RC18,T4,5,2,36.3,393,693,432,0.432
Reef Crest,Porites,RC19,T4,5,1,36.3,434,537,191,0.191
Reef Crest,Porites,RC19,T4,5,2,36.3,275,326,156,0.156
Reef Crest,Porites,RC20,T4,5,1,36.3,357,499,284,0.284
Reef Crest,Porites,RC20,T4,5,2,36.3,271,389,303,0.303
Reef Crest,Acropora,RC21,T4,5,1,36.3,225,328,314,0.314
Reef Crest,Acropora,RC21,T4,5,2,36.3,238,348,316,0.316
Reef Crest,Acropora,RC22,T4,5,1,36.3,475,726,345,0.345
Reef Crest,Acropora,RC22,T4,5,2,36.3,240,294,183,0.183
Reef Crest,Acropora,RC23,T4,5,1,36.3,422,634,334,0.334
Reef Crest,Acropora,RC23,T4,5,2,36.3,311,392,206,0.206
Reef Crest,Acropora,RC24,T4,5,1,36.3,261,360,275,0.275
